
[+] Resolving hosts from [ host.txt ]
+-----------------------------------------------------------------------------+-----------------+-------+
| Hostname                                                                    | IP              | RType |
| webmail.nips.org.pk                                                         | 216.137.186.121 |   A   |
| webmail.nit.com.pk                                                          | 175.107.206.145 |   A   |
| webmail.niu.edu.pk                                                          | 35.213.158.254  |   A   |
| webmail.nm1.nova.net.pk                                                     | 87.98.174.159   |   A   |
| webmail.nova.net.pk                                                         | 87.98.174.159   |   A   |
| webmail.nowsheradc.peshawarhighcourt.gov.pk                                 | 217.79.245.242  |   A   |
| webmail.nrsp.org.pk                                                         | 203.82.48.116   |   A   |
| webmail.ns.nova.net.pk                                                      | 87.98.174.159   |   A   |
| webmail.nsc.gift.edu.pk                                                     | 162.241.224.233 |   A   |
| webmail.nswb.balochistan.gov.pk                                             | 192.185.182.82  |   A   |
| webmail.ntc.gov.pk                                                          | 58.65.168.132   |   A   |
| webmail.ntu.edu.pk                                                          | 103.152.254.61  |   A   |
| webmail.nu.edu.pk                                                           | 203.124.43.201  |   A   |
| webmail.numspak.edu.pk                                                      | 104.26.3.183    |   A   |
| webmail.nust.edu.pk                                                         | 111.68.101.209  |   A   |
| webmail.nutech.edu.pk                                                       | 203.124.44.30   |   A   |
| webmail.ocean.net.pk                                                        | 217.79.245.243  |   A   |
| webmail.ojs.gcwus.edu.pk                                                    | 162.213.251.63  |   A   |
| webmail.ojs.jpma.org.pk                                                     | 162.0.215.251   |   A   |
| webmail.old.kinnaird.edu.pk                                                 | 116.202.132.25  |   A   |
| webmail.old.nha.gov.pk                                                      | 23.226.129.112  |   A   |
| webmail.online.icap.org.pk                                                  | 64.27.62.186    |   A   |
| webmail.online.pcp.org.pk                                                   | 192.185.166.223 |   A   |
| webmail.opf.org.pk                                                          | 58.65.173.74    |   A   |
| webmail.oric.cmhlahore.edu.pk                                               | 65.21.166.30    |   A   |
| webmail.oric.kinnaird.edu.pk                                                | 116.202.132.25  |   A   |
| webmail.oric.oric.aust.edu.pk                                               | 104.223.95.197  |   A   |
| webmail.oric.superior.edu.pk                                                | 162.241.85.206  | CNAME |
| webmail.orientlifeillustration.sidathyder.com.pk                            | 173.205.126.118 |   A   |
| webmail.ots.nova.net.pk                                                     | 87.98.174.159   |   A   |
| webmail.ots2.nova.net.pk                                                    | 87.98.174.159   |   A   |
| webmail.pac.org.pk                                                          | 202.83.164.182  |   A   |
| webmail.paf.gov.pk                                                          | 202.83.164.182  |   A   |
| webmail.page.org.pk                                                         | 172.67.160.180  |   A   |
| webmail.pakistanarmy.gov.pk                                                 | 172.67.31.20    |   A   |
| webmail.pakistantoday.com.pk                                                | 216.58.209.147  | CNAME |
| webmail.pakoil.com.pk                                                       | 203.124.44.67   |   A   |
| webmail.pakpost.gov.pk                                                      | 203.82.48.218   |   A   |
| webmail.pakpost.pakpost.gov.pk                                              | 203.82.48.218   |   A   |
| webmail.pakrail.gov.pk                                                      | 202.83.164.182  |   A   |
| webmail.pakre.org.pk                                                        | 210.56.18.40    |   A   |
| webmail.panjgur.balochistan.gov.pk                                          | 192.185.182.82  |   A   |
| webmail.pap.org.pk                                                          | 203.124.43.228  |   A   |
| webmail.paramount.net.pk                                                    | 70.32.23.17     |   A   |
| webmail.partners.nova.net.pk                                                | 87.98.174.159   |   A   |
| webmail.pasha.org.pk                                                        | 216.58.210.83   | CNAME |
| webmail.pass.gov.pk                                                         | 104.21.76.132   |   A   |
| webmail.password.com.pk                                                     | 158.69.185.137  |   A   |
| webmail.pbc.org.pk                                                          | 162.254.250.97  |   A   |
| webmail.pbl.csit.superior.edu.pk                                            | 162.241.85.206  | CNAME |
| webmail.pbs.gov.pk                                                          | 202.83.164.182  |   A   |
| webmail.pcatp.org.pk                                                        | 178.63.179.249  | error |
| webmail.pcp.org.pk                                                          | 192.185.166.223 |   A   |
| webmail.pcst.org.pk                                                         | 203.124.44.3    |   A   |
| webmail.pda.net.pk                                                          | 135.181.211.109 |   A   |
| webmail.pec.org.pk                                                          | 210.56.11.13    |   A   |
| webmail.pecongress.org.pk                                                   | 81.19.211.2     |   A   |
| webmail.peshawar.peshawarhighcourt.gov.pk                                   | 217.79.245.242  |   A   |
| webmail.peshawarhighcourt.gov.pk                                            | 217.79.245.242  |   A   |
| webmail.pgeb.balochistan.gov.pk                                             | 192.185.182.82  |   A   |
| webmail.phe.balochistan.gov.pk                                              | 192.185.182.82  | error |
| webmail.phl.net.pk                                                          | 104.21.65.221   |   A   |
| webmail.phpmyadmin.news.com.pk                                              | 173.212.196.60  |   A   |
| webmail.phrc.org.pk                                                         | 203.124.44.30   |   A   |
| webmail.picg.org.pk                                                         | 64.27.62.186    |   A   |
| webmail.pid.gov.pk                                                          | 203.124.45.87   |   A   |
| webmail.pidc.com.pk                                                         | 72.18.132.9     |   A   |
| webmail.pide.org.pk                                                         | unresolvable    | error |
| webmail.pif.org.pk                                                          | 50.87.150.217   | CNAME |
| webmail.pifd.edu.pk                                                         | 198.54.115.115  |   A   |
| webmail.piler.org.pk                                                        | 184.154.162.106 |   A   |
| webmail.pill.org.pk                                                         | 50.87.216.226   | CNAME |
| webmail.pizzahut.com.pk                                                     | 23.226.129.112  |   A   |
| webmail.pizzahut.pizzahut.com.pk                                            | 23.226.129.112  |   A   |
| webmail.pjms.org.pk                                                         | 85.187.132.85   |   A   |
| webmail.pmc.gov.pk                                                          | 43.250.84.114   |   A   |
| webmail.pmd.gov.pk                                                          | 203.124.42.75   |   A   |
| webmail.pmo.gov.pk                                                          | 202.83.164.182  |   A   |
| webmail.pmrc.com.pk                                                         | 103.213.115.142 | error |
| webmail.pnca.org.pk                                                         | 203.124.44.3    |   A   |
| webmail.pnd.ajk.gov.pk                                                      | 210.56.9.108    |   A   |
| webmail.pnsc.com.pk                                                         | 23.236.158.11   |   A   |
| webmail.poda.org.pk                                                         | 173.254.52.12   |   A   |
| webmail.portal.baqai.edu.pk                                                 | 50.87.151.20    |   A   |
| webmail.portal.bbi.net.pk                                                   | 192.254.188.45  |   A   |
| webmail.portal.bhc.gov.pk                                                   | 162.144.18.22   |   A   |
| webmail.portal.issi.org.pk                                                  | 203.82.48.219   |   A   |
| webmail.portal.net.pk                                                       | 98.142.104.250  |   A   |
| webmail.portal.pizzahut.com.pk                                              | 23.226.129.112  |   A   |
| webmail.portal.pkli.org.pk                                                  | 162.241.14.112  |   A   |
| webmail.powercement.com.pk                                                  | 104.244.124.10  |   A   |
| webmail.powergen.ici.com.pk                                                 | 104.223.95.199  |   A   |
| webmail.ppra.balochistan.gov.pk                                             | 192.185.182.82  |   A   |
| webmail.ppra.org.pk                                                         | 67.227.166.124  |   A   |
| webmail.pray.net.pk                                                         | 198.187.29.104  |   A   |
| webmail.psaisb.aims.net.pk                                                  | 198.38.82.230   |   A   |
| webmail.pserver.nova.net.pk                                                 | 87.98.174.159   |   A   |
| webmail.ptcl.com.pk                                                         | 59.103.248.24   | CNAME |
| webmail.pts.org.pk                                                          | 175.107.240.161 |   A   |
| webmail.pub.pcp.org.pk                                                      | 192.185.166.223 |   A   |
| webmail.purchase.com.pk                                                     | 68.65.122.205   |   A   |
| webmail.pyo.org.pk                                                          | 23.111.141.26   |   A   |
| webmail.qau.edu.pk                                                          | 111.68.96.49    |   A   |
| webmail.qec.indus.edu.pk                                                    | 208.87.134.194  |   A   |
| webmail.qec.kinnaird.edu.pk                                                 | 116.202.132.25  |   A   |
| webmail.qih.com.pk                                                          | 208.117.38.11   |   A   |
| webmail.radio.gov.pk                                                        | 104.21.31.193   |   A   |
| webmail.rawalexpo.rcci.org.pk                                               | 23.226.129.106  |   A   |
| webmail.rcci.org.pk                                                         | 23.226.129.106  |   A   |
| webmail.rds.net.pk                                                          | 162.215.249.85  | CNAME |
| webmail.redapple.com.pk                                                     | 81.19.215.6     |   A   |
| webmail.relief.balochistan.gov.pk                                           | 192.185.182.82  |   A   |
| webmail.reporting.pizzahut.com.pk                                           | 23.226.129.112  |   A   |
| webmail.rescue.gov.pk                                                       | 184.154.15.218  |   A   |
| webmail.rfid.baqai.edu.pk                                                   | 50.87.151.20    |   A   |
| webmail.rootsinternational.edu.pk                                           | 203.124.43.195  |   A   |
| webmail.rsheets.spsc.gov.pk                                                 | 103.18.243.15   |   A   |
| webmail.rstif.aims.net.pk                                                   | 198.38.82.230   |   A   |
| webmail.s3h.nust.edu.pk                                                     | 111.68.101.193  |   A   |
| webmail.sabir.pyo.org.pk                                                    | 23.111.141.26   |   A   |
| webmail.sahs.cmhlahore.edu.pk                                               | 65.21.166.30    |   A   |
| webmail.sahsonline.cmhlahore.edu.pk                                         | 65.21.166.30    |   A   |
| webmail.saifeehospital.com.pk                                               | 198.252.99.166  |   A   |
| webmail.samzglobal.pyo.org.pk                                               | 23.111.141.26   |   A   |
| webmail.saprouter.ici.com.pk                                                | 104.223.95.199  |   A   |
| webmail.sartyoonsang.srso.org.pk                                            | 5.9.81.62       |   A   |
| webmail.sass.gift.edu.pk                                                    | 162.241.224.233 |   A   |
| webmail.sbp.org.pk                                                          | 202.83.165.148  | CNAME |
| webmail.sd.smiu.edu.pk                                                      | 192.254.232.36  |   A   |
| webmail.sdgscitizenscorecard.pda.net.pk                                     | 135.181.211.109 |   A   |
| webmail.se.smiu.edu.pk                                                      | 192.254.232.36  |   A   |
| webmail.seas.gift.edu.pk                                                    | 162.241.224.233 |   A   |
| webmail.sehatsahulat.com.pk                                                 | 203.124.44.30   |   A   |
| webmail.servicedesk.silicon.net.pk                                          | 23.111.141.26   |   A   |
| webmail.services.jobs.gov.pk                                                | 210.56.14.163   |   A   |
| webmail.sfada.gift.edu.pk                                                   | 162.241.224.233 |   A   |
| webmail.shield.com.pk                                                       | 65.254.228.40   | CNAME |
| webmail.shifa.com.pk                                                        | 203.82.48.116   |   A   |
| webmail.shop.kdsp.org.pk                                                    | 173.254.71.66   |   A   |
| webmail.shop.pcb.com.pk                                                     | 173.249.36.209  |   A   |
| webmail.shortcourses.aust.edu.pk                                            | 104.223.95.197  |   A   |
| webmail.sidathyder.com.pk                                                   | 173.205.126.118 |   A   |
| webmail.sidathyder.sidathyder.com.pk                                        | 173.205.126.118 |   A   |
| webmail.sidcl.com.pk                                                        | 203.124.50.34   |   A   |
| webmail.silicon.net.pk                                                      | 23.111.141.26   |   A   |
| webmail.sis.baqai.edu.pk                                                    | 50.87.151.20    |   A   |
| webmail.sms.smiu.edu.pk                                                     | 192.254.232.36  |   A   |
| webmail.socialwelfare.ajk.gov.pk                                            | 210.56.9.108    |   A   |
| webmail.sop.org.pk                                                          | 199.188.200.241 |   A   |
| webmail.sp.icap.org.pk                                                      | 72.18.130.175   |   A   |
| webmail.speedtest.net.pk                                                    | 104.21.2.237    |   A   |
| webmail.speedtest.nova.net.pk                                               | 87.98.174.159   |   A   |
| webmail.spin.com.pk                                                         | 107.178.101.188 |   A   |
| webmail.spsc.gov.pk                                                         | 103.18.243.15   |   A   |
| webmail.srso.org.pk                                                         | 5.9.81.62       |   A   |
| webmail.ssgc.com.pk                                                         | 203.130.0.44    |   A   |
| webmail.ssuet.edu.pk                                                        | 172.67.214.228  |   A   |
| webmail.staging.abcpk.org.pk                                                | 162.252.83.203  |   A   |
| webmail.staging.niu.edu.pk                                                  | 35.213.158.254  |   A   |
| webmail.stat.bzu.edu.pk                                                     | 178.63.179.250  |   A   |
| webmail.stitweb.kp.gov.pk                                                   | 175.107.63.150  |   A   |
| webmail.stsi.org.pk                                                         | 66.45.239.104   |   A   |
| webmail.student.baqai.edu.pk                                                | 50.87.151.20    |   A   |
| webmail.student.bzu.edu.pk                                                  | 178.63.179.249  |   A   |
| webmail.student.icap.org.pk                                                 | 72.18.130.175   | error |
| webmail.suparco.gov.pk                                                      | 175.107.206.211 |   A   |
| webmail.super.net.pk                                                        | 203.130.2.151   |   A   |
| webmail.superior.edu.pk                                                     | 190.92.141.25   | CNAME |
| webmail.support.superior.edu.pk                                             | 162.241.85.206  | CNAME |
| webmail.survey.pcp.org.pk                                                   | 192.185.166.223 |   A   |
| webmail.swd.balochistan.gov.pk                                              | 192.185.182.82  |   A   |
| webmail.swd2.balochistan.gov.pk                                             | 192.185.182.82  |   A   |
| webmail.swdc.peshawarhighcourt.gov.pk                                       | 217.79.245.242  |   A   |
| webmail.syllabus.pyo.org.pk                                                 | 23.111.141.26   |   A   |
| webmail.synergy.net.pk                                                      | 69.16.230.8     |   A   |
| webmail.szabist.edu.pk                                                      | 216.58.209.147  | CNAME |
| webmail.tec.gift.edu.pk                                                     | 202.166.169.35  |   A   |
| webmail.tedx.smiu.edu.pk                                                    | 192.254.232.36  |   A   |
| webmail.tenderadmin.nha.gov.pk                                              | 23.226.129.112  |   A   |
| webmail.tenders.balochistan.gov.pk                                          | 192.185.182.82  |   A   |
| webmail.test.balochistan.gov.pk                                             | 192.185.182.82  |   A   |
| webmail.test.mufap.com.pk                                                   | 144.91.79.25    |   A   |
| webmail.test.nova.net.pk                                                    | 87.98.174.159   |   A   |
| webmail.test.ocean.net.pk                                                   | 217.79.245.243  |   A   |
| webmail.test.pkli.org.pk                                                    | 162.241.14.112  |   A   |
| webmail.themlac.aims.net.pk                                                 | 198.38.82.230   |   A   |
| webmail.thenetwork.org.pk                                                   | 161.97.172.86   |   A   |
| webmail.tiens.com.pk                                                        | 173.249.44.24   |   A   |
| webmail.tinytake.iel.net.pk                                                 | 66.170.180.170  |   A   |
| webmail.tj.gcwus.edu.pk                                                     | 162.213.251.63  |   A   |
| webmail.tms.pyo.org.pk                                                      | 23.111.141.26   |   A   |
| webmail.tn.thenetwork.org.pk                                                | 161.97.172.86   |   A   |
| webmail.torghardc.peshawarhighcourt.gov.pk                                  | 217.79.245.242  |   A   |
| webmail.tourism.ajk.gov.pk                                                  | 210.56.9.108    |   A   |
| webmail.trafficpolice.ajk.gov.pk                                            | 203.124.43.229  |   A   |
| webmail.tuf.edu.pk                                                          | 3.128.245.252   |   A   |
| webmail.tvo.org.pk                                                          | 64.31.42.236    |   A   |
| webmail.uat.uo.edu.pk                                                       | 194.163.138.108 |   A   |
| webmail.uhs.edu.pk                                                          | 104.21.68.129   |   A   |
| webmail.um.kinnaird.edu.pk                                                  | 116.202.132.25  |   A   |
| webmail.una.org.pk                                                          | 209.126.240.190 | CNAME |
| webmail.uo.edu.pk                                                           | 194.163.138.108 |   A   |
| webmail.uoch.edu.pk                                                         | 172.98.94.6     |   A   |
| webmail.uom.edu.pk                                                          | 23.111.163.242  |   A   |
| webmail.uoswabi.edu.pk                                                      | 108.179.230.38  |   A   |
| webmail.uow.edu.pk                                                          | 66.219.22.238   |   A   |
| webmail.upnd.balochistan.gov.pk                                             | 192.185.182.82  |   A   |
| webmail.ur.ici.com.pk                                                       | 104.223.95.199  |   A   |
| webmail.urdu.ici.com.pk                                                     | 104.223.95.199  |   A   |
| webmail.urdu.pidc.com.pk                                                    | 72.18.132.9     |   A   |
| webmail.urdu.powergen.ici.com.pk                                            | 104.223.95.199  |   A   |
| webmail.users.nova.net.pk                                                   | 87.98.174.159   |   A   |
| webmail.usf.org.pk                                                          | 58.65.167.50    |   A   |
| webmail.uswat.edu.pk                                                        | 49.12.122.233   |   A   |
| webmail.utif.aims.net.pk                                                    | 198.38.82.230   |   A   |
| webmail.vegasvulkan1000.iel.net.pk                                          | 66.170.180.170  |   A   |
| webmail.vulkanvegasboni.iel.net.pk                                          | 66.170.180.170  |   A   |
| webmail.wapda.gov.pk                                                        | 23.128.129.134  |   A   |
| webmail.wildlife.ajk.gov.pk                                                 | 203.124.35.226  |   A   |
| webmail.wp.ocean.net.pk                                                     | 217.79.245.243  |   A   |
| webmail.wtc.ajk.gov.pk                                                      | 210.56.9.108    |   A   |
| webmail.ww3.nova.net.pk                                                     | 87.98.174.159   |   A   |
| webmail.zakat.ajk.gov.pk                                                    | 210.56.9.108    |   A   |
| webmail.zil.com.pk                                                          | 192.145.233.159 |   A   |
| webmail.zong.com.pk                                                         | 209.150.154.39  |   A   |
| webmail0.lesco.gov.pk                                                       | 65.254.231.115  |   A   |
| webmail01.lesco.gov.pk                                                      | 65.254.231.115  |   A   |
| webmail1.pmd.gov.pk                                                         | 203.124.42.75   |   A   |
| webmail2.duhs.edu.pk                                                        | 67.222.63.249   |   A   |
| webmail2.lesco.gov.pk                                                       | 65.254.231.115  |   A   |
| webmail3.rmckpk.pmd.gov.pk                                                  | 203.124.42.75   |   A   |
| webmail6.ndmc.pmd.gov.pk                                                    | 203.124.42.75   |   A   |
| webmail9.lesco.gov.pk                                                       | 65.254.231.115  |   A   |
| webmailpop.lesco.gov.pk                                                     | 65.254.231.115  |   A   |
| webmaster-ops.ffd.pmd.gov.pk                                                | 203.124.42.75   |   A   |
| webmaster.comsats.net.pk                                                    | 210.56.14.181   |   A   |
| webmaster.forex.com.pk                                                      | 167.114.174.80  |   A   |
| webmasters.khi.nu.edu.pk                                                    | 166.62.27.185   |   A   |
| weboc.gov.pk                                                                | 119.63.132.103  |   A   |
| webpmc.gov.pk.pmc.gov.pk                                                    | 43.250.84.119   |   A   |
| webportal.opf.org.pk                                                        | 104.26.1.228    |   A   |
| webpub.iba.edu.pk                                                           | 166.62.10.35    |   A   |
| webs.icbb.vu.edu.pk                                                         | 172.67.138.93   | CNAME |
| webserver.forex.com.pk                                                      | 167.114.174.80  |   A   |
| webserver.seecs.nust.edu.pk                                                 | 111.68.101.54   |   A   |
| webservices.icbb.vu.edu.pk                                                  | 104.21.26.189   | CNAME |
| website.uob.edu.pk                                                          | 121.52.157.109  |   A   |
| websrs01.brain.net.pk                                                       | 203.128.6.131   |   A   |
| websrs02.brain.net.pk                                                       | 203.128.6.132   |   A   |
| websrs04.brain.net.pk                                                       | 203.128.6.134   |   A   |
| websrv.icbb.vu.edu.pk                                                       | 104.21.26.189   | CNAME |
| webstagc.pmd.gov.pk                                                         | 203.124.42.75   |   A   |
| webstaging.lesco.gov.pk                                                     | 65.254.231.115  |   A   |
| webstaging.ndmc.pmd.gov.pk                                                  | 203.124.42.75   |   A   |
| webstan.pmd.gov.pk                                                          | 203.124.42.75   |   A   |
| webstance.ffd.pmd.gov.pk                                                    | 203.124.42.75   |   A   |
| webstance.pmd.gov.pk                                                        | 203.124.42.75   |   A   |
| webstancoasadda.rmckpk.pmd.gov.pk                                           | 203.124.42.75   |   A   |
| webstat.ace.punjab.gov.pk                                                   | 103.226.216.183 |   A   |
| webstats.agripunjab.gov.pk                                                  | 103.226.216.183 |   A   |
| webstats.dpobwp.punjabpolice.gov.pk                                         | 103.226.216.183 |   A   |
| webstats.erozgaar.pitb.gov.pk                                               | 103.226.216.183 |   A   |
| webstats.ofwm.agripunjab.gov.pk                                             | 103.226.216.183 |   A   |
| webstats.pap.pitb.gov.pk                                                    | 103.226.216.183 |   A   |
| webstats.pcsw.punjab.gov.pk                                                 | 103.226.216.183 |   A   |
| webstats.phimc.punjab.gov.pk                                                | 103.226.216.183 |   A   |
| webstats.pitb.gov.pk                                                        | 103.226.216.183 |   A   |
| webstats.pkli.punjab.gov.pk                                                 | 103.226.216.183 |   A   |
| webstats.pmd.gov.pk                                                         | 203.124.42.75   |   A   |
| webstats.ppp.punjab.gov.pk                                                  | 103.226.216.183 |   A   |
| webstats.rpomul.punjabpolice.gov.pk                                         | 103.226.216.183 |   A   |
| webtea.lesco.gov.pk                                                         | 65.254.231.115  |   A   |
| webtea.pmd.gov.pk                                                           | 203.124.42.75   |   A   |
| webtv.aiou.edu.pk                                                           | 45.64.25.18     |   A   |
| webtv.lcwu.edu.pk                                                           | 185.109.169.38  |   A   |
| webtv.ucp.edu.pk                                                            | 116.71.132.55   |   A   |
| webwww.lesco.gov.pk                                                         | 65.254.231.115  |   A   |
| wecare.nhsrc.gov.pk                                                         | 203.101.184.123 |   A   |
| wecare.vu.edu.pk                                                            | 182.176.19.154  | CNAME |
| weightloss.daewoo.com.pk                                                    | 144.76.139.14   |   A   |
| weiyiboyulecheng.daewoo.com.pk                                              | 144.76.139.14   |   A   |
| welcome.lums.edu.pk                                                         | 203.135.62.72   |   A   |
| welfaretickets.gov.pu.edu.pk                                                | 111.68.103.27   |   A   |
| wellness.iobm.edu.pk                                                        | 165.232.49.111  |   A   |
| wep.kp.gov.pk                                                               | 175.107.63.112  |   A   |
| werc.uoch.edu.pk                                                            | 172.98.94.6     |   A   |
| wes.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| westeurope-111.68.97.131.ist.edu.pk                                         | 111.68.97.150   |   A   |
| westeurope-adfs.colgate.com.pk                                              | 35.213.138.68   |   A   |
| westeuropeadfs.colgate.com.pk                                               | 35.213.138.68   |   A   |
| westeuropepmc.gov.pk.pmc.gov.pk                                             | 43.250.84.119   |   A   |
| wf.colgate.com.pk                                                           | 35.213.138.68   |   A   |
| wf.daewoo.com.pk                                                            | 144.76.139.14   |   A   |
| wf.kp.gov.pk                                                                | 175.107.63.150  |   A   |
| wf.pmd.gov.pk                                                               | 203.124.42.75   |   A   |
| wfr.punjab.gov.pk                                                           | 103.226.216.173 |   A   |
| whisty.uskt.edu.pk                                                          | 206.72.198.158  |   A   |
| white.kp.gov.pk                                                             | 175.107.63.150  |   A   |
| whiteflypesticides.punjab.gov.pk                                            | 103.226.216.177 |   A   |
| whm-05.pmd.gov.pk                                                           | 203.124.42.75   |   A   |
| whm-06.rmckpk.pmd.gov.pk                                                    | 203.124.42.75   |   A   |
| whm.a.org.pk                                                                | 185.151.30.177  |   A   |
| whm.abbottabaddc.peshawarhighcourt.gov.pk                                   | 217.79.245.242  |   A   |
| whm.abcd.peshawarhighcourt.gov.pk                                           | 217.79.245.242  |   A   |
| whm.abcpk.org.pk                                                            | 162.252.83.203  |   A   |
| whm.abf.smiu.edu.pk                                                         | 192.254.232.36  |   A   |
| whm.access.net.pk                                                           | 69.195.124.110  |   A   |
| whm.aceconnect.net.pk                                                       | 195.201.160.222 |   A   |
| whm.acme.net.pk                                                             | 63.250.38.242   |   A   |
| whm.admin.thenetwork.org.pk                                                 | 161.97.172.86   |   A   |
| whm.admission.smiu.edu.pk                                                   | 103.4.92.166    |   A   |
| whm.admissions.baqai.edu.pk                                                 | 50.87.151.20    |   A   |
| whm.admissions.cmhlahore.edu.pk                                             | 65.21.166.30    |   A   |
| whm.admissions.uo.edu.pk                                                    | 194.163.138.108 |   A   |
| whm.ae.superior.edu.pk                                                      | 162.241.85.205  |   A   |
| whm.af.org.pk                                                               | 168.119.136.101 |   A   |
| whm.agkhyberpakhtunkhwa.gov.pk                                              | 23.111.139.98   |   A   |
| whm.agp.com.pk                                                              | 72.18.130.163   |   A   |
| whm.agriauto.com.pk                                                         | 72.18.132.34    |   A   |
| whm.aims.net.pk                                                             | 198.38.82.230   |   A   |
| whm.aimspakistan.aims.net.pk                                                | 198.38.82.230   |   A   |
| whm.ajk.gov.pk                                                              | 210.56.9.108    |   A   |
| whm.alemaanwebtv.aims.net.pk                                                | 198.38.82.230   |   A   |
| whm.alerts.gift.edu.pk                                                      | 162.241.224.233 |   A   |
| whm.anmc.superior.edu.pk                                                    | 162.241.85.205  |   A   |
| whm.api-ebidding.nha.gov.pk                                                 | unresolvable    | error |
| whm.api.bhc.gov.pk                                                          | 162.144.18.22   |   A   |
| whm.api.pizzahut.com.pk                                                     | 23.226.129.112  |   A   |
| whm.api.rcci.org.pk                                                         | 23.226.129.106  |   A   |
| whm.api.saifeehospital.com.pk                                               | 198.252.99.166  |   A   |
| whm.api2.bhc.gov.pk                                                         | 162.144.18.22   |   A   |
| whm.apnabank.com.pk                                                         | 162.241.253.93  |   A   |
| whm.apns.com.pk                                                             | 46.105.103.41   |   A   |
| whm.app.bhc.gov.pk                                                          | 162.144.18.22   |   A   |
| whm.app.cmhlahore.edu.pk                                                    | 65.21.166.30    |   A   |
| whm.app.pyo.org.pk                                                          | 23.111.141.26   |   A   |
| whm.appleshop.com.pk                                                        | 104.21.60.110   |   A   |
| whm.applyonline.aust.edu.pk                                                 | 104.223.95.197  |   A   |
| whm.apps.icap.org.pk                                                        | 72.18.130.175   |   A   |
| whm.apps.net.pk                                                             | 184.168.116.86  | CNAME |
| whm.apps.pizzahut.com.pk                                                    | 23.226.129.112  |   A   |
| whm.aqec.smiu.edu.pk                                                        | 192.254.232.36  |   A   |
| whm.asd.com.pk                                                              | 203.82.48.218   |   A   |
| whm.askaroil.com.pk                                                         | 51.38.11.55     |   A   |
| whm.asset.lkpc.com.pk                                                       | 23.111.187.131  |   A   |
| whm.ats.superior.edu.pk                                                     | 162.241.85.206  |   A   |
| whm.attendance.aims.net.pk                                                  | 198.38.82.230   |   A   |
| whm.aup.edu.pk                                                              | 176.74.19.164   |   A   |
| whm.auth.nha.gov.pk                                                         | unresolvable    | error |
| whm.avis.com.pk                                                             | 203.124.44.2    |   A   |
| whm.awards.rcci.org.pk                                                      | 23.226.129.106  |   A   |
| whm.backspace.picg.org.pk                                                   | 64.27.62.186    |   A   |
| whm.backup.nrsp.org.pk                                                      | 192.185.75.146  |   A   |
| whm.balochistan.gov.pk                                                      | 192.185.182.82  |   A   |
| whm.balochistanlaws.balochistan.gov.pk                                      | 192.185.182.82  |   A   |
| whm.bannudc.peshawarhighcourt.gov.pk                                        | 217.79.245.242  |   A   |
| whm.baqai.edu.pk                                                            | 50.87.151.20    |   A   |
| whm.baqaiassets.baqai.edu.pk                                                | 50.87.151.20    |   A   |
| whm.bbi.net.pk                                                              | 192.254.188.45  |   A   |
| whm.beta.agp.com.pk                                                         | 72.18.130.163   |   A   |
| whm.beta.mitchells.com.pk                                                   | 209.159.149.211 |   A   |
| whm.beta.ocean.net.pk                                                       | 217.79.245.243  |   A   |
| whm.beta.pizzahut.com.pk                                                    | 23.226.129.112  |   A   |
| whm.beta2.pizzahut.com.pk                                                   | 23.226.129.112  |   A   |
| whm.bfa.balochistan.gov.pk                                                  | 192.185.182.82  |   A   |
| whm.bhc.gov.pk                                                              | 162.144.18.22   |   A   |
| whm.biit.baqai.edu.pk                                                       | 50.87.151.20    |   A   |
| whm.biit2.baqai.edu.pk                                                      | 50.87.151.20    |   A   |
| whm.billing.nova.net.pk                                                     | 87.98.174.159   |   A   |
| whm.bjhs.baqai.edu.pk                                                       | 50.87.151.20    |   A   |
| whm.ble2019.balochistan.gov.pk                                              | 192.185.182.82  |   A   |
| whm.blog.pyo.org.pk                                                         | 23.111.141.26   |   A   |
| whm.bmast.bbi.net.pk                                                        | 192.254.188.45  |   A   |
| whm.bmu.baqai.edu.pk                                                        | 50.87.151.20    |   A   |
| whm.bmuservice.baqai.edu.pk                                                 | 50.87.151.20    |   A   |
| whm.brsp.org.pk                                                             | 104.21.67.102   |   A   |
| whm.bsidif.com.aims.net.pk                                                  | 198.38.82.230   |   A   |
| whm.business.balochistan.gov.pk                                             | 192.185.182.82  |   A   |
| whm.career.icap.org.pk                                                      | 72.18.130.176   |   A   |
| whm.cdc.net.pk                                                              | 198.187.29.149  |   A   |
| whm.cerb.pbc.org.pk                                                         | 162.254.250.97  | error |
| whm.cerp.org.pk                                                             | 162.241.219.194 |   A   |
| whm.cloud.lkpc.com.pk                                                       | 23.111.187.131  |   A   |
| whm.cmaced.superior.edu.pk                                                  | 162.241.85.206  |   A   |
| whm.cmc.net.pk                                                              | 162.252.85.12   |   A   |
| whm.cmc.uo.edu.pk                                                           | 194.163.138.108 |   A   |
| whm.cme.baqai.edu.pk                                                        | 50.87.151.20    |   A   |
| whm.cmhlahore.edu.pk                                                        | 65.21.166.30    |   A   |
| whm.cmis.pcp.org.pk                                                         | 192.185.166.223 |   A   |
| whm.cms.baqai.edu.pk                                                        | 50.87.151.20    |   A   |
| whm.cms.gift.edu.pk                                                         | 162.241.224.233 |   A   |
| whm.cms.indus.edu.pk                                                        | 208.87.134.194  |   A   |
| whm.cms.pcp.org.pk                                                          | 192.185.166.223 |   A   |
